Id. de pedido;Cliente;Empleado;Fecha de pedido;Fecha de entrega;Fecha de envío;Forma de envío;Cargo;Nombre de destinatario;Dirección de destinatario;Ciudad de destinatario;Región de destinatario;Código postal de destinatario;País de destinatario
11635;TOMSP;3;26/5/2019 00:00;23/6/2019 00:00;2/6/2019 00:00;2;$ 1,43;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Alemania
11636;QUICK;5;27/5/2019 00:00;10/6/2019 00:00;30/5/2019 00:00;1;$ 171,24;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11637;GODOS;7;28/5/2019 00:00;25/6/2019 00:00;6/6/2019 00:00;3;$ 4,32;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;España
11638;FURIB;4;28/5/2019 00:00;9/7/2019 00:00;6/6/2019 00:00;3;$ 72,95;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
11639;HILAA;2;29/5/2019 00:00;26/6/2019 00:00;5/6/2019 00:00;1;$ 83,22;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11640;WARTH;2;30/5/2019 00:00;27/6/2019 00:00;3/6/2019 00:00;2;$ 149,49;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11641;OTTIK;4;30/5/2019 00:00;27/6/2019 00:00;5/6/2019 00:00;3;$ 120,97;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemania
11642;SAVEA;6;2/6/2019 00:00;30/6/2019 00:00;4/6/2019 00:00;3;$ 252,49;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11643;SIMOB;2;3/6/2019 00:00;15/7/2019 00:00;13/6/2019 00:00;1;$ 9,80;Simons bistro;Vinbæltet 34;København;;1734;Dinamarca
11644;LEHMS;9;3/6/2019 00:00;17/6/2019 00:00;6/6/2019 00:00;2;$ 96,72;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11645;AROUT;1;4/6/2019 00:00;2/7/2019 00:00;10/6/2019 00:00;2;$ 72,97;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;Reino Unido
11646;BLONP;6;5/6/2019 00:00;3/7/2019 00:00;13/6/2019 00:00;1;$ 8,05;Blondel père et fils;24, place Kléber;Strasbourg;;67000;Francia
11647;FRANK;8;6/6/2019 00:00;4/7/2019 00:00;9/6/2019 00:00;1;$ 36,65;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11648;FOLKO;2;6/6/2019 00:00;4/7/2019 00:00;9/6/2019 00:00;2;$ 242,21;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Suecia
11649;REGGC;1;9/6/2019 00:00;7/7/2019 00:00;12/6/2019 00:00;1;$ 22,95;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
11650;RICAR;2;10/6/2019 00:00;22/7/2019 00:00;24/6/2019 00:00;2;$ 60,43;Ricardo Adocicados;Av. Copacabana, 267;Río de Janeiro;RJ;02389-890;Brasil
11651;RATTC;4;10/6/2019 00:00;8/7/2019 00:00;16/6/2019 00:00;3;$ 13,75;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11652;MEREP;8;11/6/2019 00:00;9/7/2019 00:00;18/6/2019 00:00;2;$ 7,15;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11653;BLONP;9;12/6/2019 00:00;10/7/2019 00:00;18/6/2019 00:00;1;$ 88,40;Blondel père et fils;24, place Kléber;Strasbourg;;67000;Francia
11654;HUNGO;1;12/6/2019 00:00;10/7/2019 00:00;17/6/2019 00:00;1;$ 33,97;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11655;GALED;3;13/6/2019 00:00;11/7/2019 00:00;9/7/2019 00:00;3;$ 6,54;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;España
11656;RATTC;5;16/6/2019 00:00;14/7/2019 00:00;11/7/2019 00:00;1;$ 58,98;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11657;MEREP;3;17/6/2019 00:00;15/7/2019 00:00;19/6/2019 00:00;3;$ 188,99;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11658;ERNSH;8;17/6/2019 00:00;29/7/2019 00:00;4/7/2019 00:00;3;$ 26,06;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11659;BERGS;3;18/6/2019 00:00;16/7/2019 00:00;25/6/2019 00:00;2;$ 116,43;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11660;ANTON;7;19/6/2019 00:00;17/7/2019 00:00;20/6/2019 00:00;3;$ 84,84;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;México
11661;TRAIH;4;19/6/2019 00:00;17/7/2019 00:00;30/6/2019 00:00;2;$ 37,60;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;Estados Unidos
11662;MORGK;5;20/6/2019 00:00;4/7/2019 00:00;30/6/2019 00:00;1;$ 127,34;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;4179;Alemania
11663;TORTU;3;23/6/2019 00:00;7/7/2019 00:00;30/6/2019 00:00;3;$ 18,56;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;México
11664;TRAIH;9;23/6/2019 00:00;4/8/2019 00:00;30/6/2019 00:00;2;$ 25,41;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;Estados Unidos
11665;BSBEV;4;24/6/2019 00:00;22/7/2019 00:00;25/7/2019 00:00;3;$ 29,60;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
11666;LETSS;1;25/6/2019 00:00;23/7/2019 00:00;4/7/2019 00:00;2;$ 13,73;Let's Stop N Shop;"87 Polk St.
Suite 5";San Francisco;CA;94117;Estados Unidos
11667;OTTIK;4;26/6/2019 00:00;24/7/2019 00:00;1/7/2019 00:00;3;$ 75,89;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemania
11668;FAMIA;3;26/6/2019 00:00;24/7/2019 00:00;2/7/2019 00:00;1;$ 3,01;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brasil
11669;BLAUS;3;27/6/2019 00:00;25/7/2019 00:00;14/7/2019 00:00;2;$ 27,71;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemania
11670;WARTH;2;30/6/2019 00:00;28/7/2019 00:00;4/7/2019 00:00;2;$ 7,28;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11671;BLONP;4;30/6/2019 00:00;28/7/2019 00:00;4/7/2019 00:00;1;$ 59,14;Blondel père et fils;24, place Kléber;Strasbourg;;67000;Francia
11672;WELLI;7;1/7/2019 00:00;29/7/2019 00:00;10/7/2019 00:00;1;$ 13,41;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
11673;REGGC;9;2/7/2019 00:00;30/7/2019 00:00;9/7/2019 00:00;1;$ 0,48;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
11674;QUEDE;1;2/7/2019 00:00;30/7/2019 00:00;9/7/2019 00:00;1;$ 62,52;Que Delícia;Rua da Panificadora, 12;Río de Janeiro;RJ;02389-673;Brasil
11675;QUICK;2;3/7/2019 00:00;31/7/2019 00:00;10/7/2019 00:00;3;$ 194,67;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11676;GREAL;8;4/7/2019 00:00;1/8/2019 00:00;14/7/2019 00:00;2;$ 4,42;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;Estados Unidos
11677;MEREP;4;7/7/2019 00:00;4/8/2019 00:00;14/7/2019 00:00;3;$ 44,77;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11678;VAFFE;1;7/7/2019 00:00;21/7/2019 00:00;16/7/2019 00:00;1;$ 55,92;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
11679;LEHMS;3;8/7/2019 00:00;5/8/2019 00:00;16/7/2019 00:00;1;$ 32,10;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11680;LEHMS;7;9/7/2019 00:00;6/8/2019 00:00;13/8/2019 00:00;2;$ 174,20;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M. ;;60528;Alemania
11681;OLDWO;3;9/7/2019 00:00;6/8/2019 00:00;16/7/2019 00:00;2;$ 5,24;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;Estados Unidos
11682;ERNSH;2;10/7/2019 00:00;7/8/2019 00:00;14/7/2019 00:00;1;$ 96,78;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11683;WHITC;8;11/7/2019 00:00;8/8/2019 00:00;12/8/2019 00:00;1;$ 16,34;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11684;PICCO;7;11/7/2019 00:00;8/8/2019 00:00;18/7/2019 00:00;3;$ 35,12;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
11685;RATTC;1;14/7/2019 00:00;11/8/2019 00:00;18/7/2019 00:00;3;$ 44,42;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;Estados Unidos
11686;BSBEV;6;15/7/2019 00:00;26/8/2019 00:00;21/7/2019 00:00;3;$ 29,98;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;Reino Unido
11687;HUNGC;4;16/7/2019 00:00;13/8/2019 00:00;21/7/2019 00:00;1;$ 45,13;Hungry Coyote Import Store;"City Center Plaza
516 Main St.";Elgin;OR;97827;Estados Unidos
11688;HILAA;7;16/7/2019 00:00;27/8/2019 00:00;22/7/2019 00:00;1;$ 58,30;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11689;VAFFE;8;17/7/2019 00:00;14/8/2019 00:00;22/7/2019 00:00;2;$ 2,92;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
11690;SAVEA;8;18/7/2019 00:00;15/8/2019 00:00;8/8/2019 00:00;2;$ 48,77;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11691;FURIB;1;18/7/2019 00:00;15/8/2019 00:00;29/7/2019 00:00;1;$ 7,46;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
11692;MEREP;1;21/7/2019 00:00;18/8/2019 00:00;29/7/2019 00:00;2;$ 379,13;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11693;TRADH;4;22/7/2019 00:00;19/8/2019 00:00;31/7/2019 00:00;3;$ 79,40;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brasil
11694;SAVEA;5;22/7/2019 00:00;19/8/2019 00:00;25/7/2019 00:00;1;$ 200,24;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11695;TOMSP;4;23/7/2019 00:00;20/8/2019 00:00;1/8/2019 00:00;2;$ 27,79;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Alemania
11696;DUMON;7;24/7/2019 00:00;21/8/2019 00:00;30/7/2019 00:00;2;$ 1,85;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;Francia
11697;LAMAI;8;25/7/2019 00:00;22/8/2019 00:00;6/8/2019 00:00;1;$ 26,78;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11698;WOLZA;6;25/7/2019 00:00;22/8/2019 00:00;1/8/2019 00:00;2;$ 80,65;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Polonia
11699;SAVEA;1;28/7/2019 00:00;25/8/2019 00:00;1/8/2019 00:00;2;$ 544,08;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11700;HILAA;4;29/7/2019 00:00;26/8/2019 00:00;1/8/2019 00:00;2;$ 8,11;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11701;BLAUS;8;29/7/2019 00:00;26/8/2019 00:00;1/8/2019 00:00;3;$ 1,93;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Alemania
11702;WILMK;2;30/7/2019 00:00;27/8/2019 00:00;6/8/2019 00:00;3;$ 0,75;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlandia
11703;GREAL;1;31/7/2019 00:00;28/8/2019 00:00;5/8/2019 00:00;2;$ 116,53;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;Estados Unidos
11704;GREAL;4;31/7/2019 00:00;28/8/2019 00:00;4/8/2019 00:00;2;$ 18,53;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;Estados Unidos
11705;MEREP;1;1/8/2019 00:00;12/9/2019 00:00;8/8/2019 00:00;1;$ 154,68;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11706;MEREP;3;4/8/2019 00:00;1/9/2019 00:00;7/8/2019 00:00;3;$ 91,05;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canadá
11707;LAUGB;2;5/8/2019 00:00;2/9/2019 00:00;14/8/2019 00:00;3;$ 0,94;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canadá
11708;ISLAT;4;5/8/2019 00:00;2/9/2019 00:00;11/8/2019 00:00;2;$ 23,73;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
11709;RICAR;4;6/8/2019 00:00;3/9/2019 00:00;11/8/2019 00:00;3;$ 50,97;Ricardo Adocicados;Av. Copacabana, 267;Río de Janeiro;RJ;02389-890;Brasil
11710;FRANK;8;7/8/2019 00:00;4/9/2019 00:00;12/8/2019 00:00;2;$ 97,18;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11711;THECR;4;7/8/2019 00:00;4/9/2019 00:00;19/8/2019 00:00;2;$ 94,80;The Cracker Box;55 Grizzly Peak Rd.;Butte;MT;59801;Estados Unidos
11712;ANATR;3;8/8/2019 00:00;5/9/2019 00:00;14/8/2019 00:00;1;$ 43,90;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;;5021;México
11713;BERGS;1;11/8/2019 00:00;8/9/2019 00:00;20/8/2019 00:00;2;$ 138,69;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11714;SAVEA;8;11/8/2019 00:00;22/9/2019 00:00;21/8/2019 00:00;3;$ 107,46;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11715;BLONP;4;12/8/2019 00:00;9/9/2019 00:00;20/8/2019 00:00;3;$ 30,36;Blondel père et fils;24, place Kléber;Strasbourg;;67000;Francia
11716;GODOS;4;12/8/2019 00:00;9/9/2019 00:00;20/8/2019 00:00;3;$ 85,46;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;España
11717;KOENE;1;13/8/2019 00:00;10/9/2019 00:00;19/8/2019 00:00;2;$ 32,35;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Alemania
11718;LAMAI;8;14/8/2019 00:00;11/9/2019 00:00;15/8/2019 00:00;1;$ 0,87;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;Francia
11719;WANDK;8;14/8/2019 00:00;11/9/2019 00:00;19/8/2019 00:00;1;$ 41,38;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Alemania
11720;ERNSH;7;15/8/2019 00:00;12/9/2019 00:00;18/8/2019 00:00;3;$ 477,90;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11721;FOLIG;4;15/8/2019 00:00;12/9/2019 00:00;21/8/2019 00:00;3;$ 487,38;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;Francia
11722;MAGAA;8;18/8/2019 00:00;15/9/2019 00:00;21/8/2019 00:00;3;$ 47,46;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bérgamo;;24100;Italia
11723;WARTH;4;19/8/2019 00:00;16/9/2019 00:00;26/8/2019 00:00;1;$ 1,15;Wartian Herkku;Torikatu 38;Oulu;;90110;Finlandia
11724;QUEEN;6;19/8/2019 00:00;16/9/2019 00:00;26/8/2019 00:00;1;$ 201,29;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11725;LINOD;3;20/8/2019 00:00;17/9/2019 00:00;1/9/2019 00:00;1;$ 158,44;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11726;SANTG;7;20/8/2019 00:00;17/9/2019 00:00;27/8/2019 00:00;3;$ 38,64;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Noruega
11727;WANDK;4;21/8/2019 00:00;18/9/2019 00:00;28/8/2019 00:00;1;$ 23,55;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Alemania
11728;HILAA;4;22/8/2019 00:00;19/9/2019 00:00;26/8/2019 00:00;2;$ 179,61;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
11729;SIMOB;7;22/8/2019 00:00;19/9/2019 00:00;5/9/2019 00:00;3;$ 41,89;Simons bistro;Vinbæltet 34;København;;1734;Dinamarca
11730;ALFKI;6;25/8/2019 00:00;22/9/2019 00:00;2/9/2019 00:00;2;$ 29,46;Alfreds Futterkiste;Obere Str. 57;Berlín;;12209;Alemania
11731;WELLI;3;25/8/2019 00:00;22/9/2019 00:00;1/9/2019 00:00;2;$ 0,14;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brasil
11732;HANAR;4;26/8/2019 00:00;23/9/2019 00:00;2/9/2019 00:00;1;$ 12,41;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
11733;HUNGO;9;27/8/2019 00:00;8/10/2019 00:00;3/9/2019 00:00;3;$ 142,33;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11734;QUEDE;4;27/8/2019 00:00;10/9/2019 00:00;3/9/2019 00:00;2;$ 45,54;Que Delícia;Rua da Panificadora, 12;Río de Janeiro;RJ;02389-673;Brasil
11735;RICAR;5;28/8/2019 00:00;9/10/2019 00:00;9/9/2019 00:00;2;$ 14,25;Ricardo Adocicados;Av. Copacabana, 267;Río de Janeiro;RJ;02389-890;Brasil
11736;MAISD;5;28/8/2019 00:00;25/9/2019 00:00;29/8/2019 00:00;3;$ 6,20;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Bélgica
11737;FAMIA;5;29/8/2019 00:00;26/9/2019 00:00;3/9/2019 00:00;3;$ 176,81;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brasil
11738;WANDK;8;1/9/2019 00:00;29/9/2019 00:00;11/9/2019 00:00;2;$ 20,60;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Alemania
11739;GOURL;4;1/9/2019 00:00;29/9/2019 00:00;8/9/2019 00:00;2;$ 7,14;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
11740;FRANK;1;2/9/2019 00:00;30/9/2019 00:00;19/9/2019 00:00;1;$ 93,25;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11741;BERGS;5;2/9/2019 00:00;30/9/2019 00:00;11/9/2019 00:00;1;$ 55,26;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11742;REGGC;1;3/9/2019 00:00;1/10/2019 00:00;11/9/2019 00:00;2;$ 4,41;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italia
11743;GREAL;6;4/9/2019 00:00;2/10/2019 00:00;10/9/2019 00:00;1;$ 57,15;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;Estados Unidos
11744;SAVEA;2;4/9/2019 00:00;2/10/2019 00:00;15/9/2019 00:00;2;$ 352,69;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11745;QUICK;4;5/9/2019 00:00;3/10/2019 00:00;8/9/2019 00:00;1;$ 364,15;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11746;QUEEN;7;5/9/2019 00:00;3/10/2019 00:00;10/9/2019 00:00;2;$ 105,81;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brasil
11747;HUNGC;8;8/9/2019 00:00;6/10/2019 00:00;15/10/2019 00:00;1;$ 111,29;Hungry Coyote Import Store;"City Center Plaza
516 Main St.";Elgin;OR;97827;Estados Unidos
11748;HUNGO;7;9/9/2019 00:00;7/10/2019 00:00;15/9/2019 00:00;3;$ 17,55;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11749;LONEP;3;9/9/2019 00:00;7/10/2019 00:00;18/9/2019 00:00;2;$ 1,28;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;Estados Unidos
11750;BONAP;2;10/9/2019 00:00;24/9/2019 00:00;3/10/2019 00:00;2;$ 113,15;Bon app';12, rue des Bouchers;Marseille;;13008;Francia
11751;FURIB;1;10/9/2019 00:00;8/10/2019 00:00;19/9/2019 00:00;3;$ 1,27;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
11752;LONEP;1;11/9/2019 00:00;9/10/2019 00:00;17/9/2019 00:00;2;$ 26,31;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;Estados Unidos
11753;RICSU;7;12/9/2019 00:00;10/10/2019 00:00;22/9/2019 00:00;2;$ 232,42;Richter Supermarkt;Starenweg 5;Genève;;1204;Suiza
11754;ERNSH;7;12/9/2019 00:00;10/10/2019 00:00;19/9/2019 00:00;1;$ 78,09;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
11755;WANDK;1;15/9/2019 00:00;13/10/2019 00:00;23/9/2019 00:00;2;$ 47,22;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Alemania
11756;SIMOB;2;15/9/2019 00:00;13/10/2019 00:00;22/9/2019 00:00;1;$ 24,39;Simons bistro;Vinbæltet 34;København;;1734;Dinamarca
11757;FRANK;4;16/9/2019 00:00;14/10/2019 00:00;18/9/2019 00:00;1;$ 203,48;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11758;FRANR;1;17/9/2019 00:00;15/10/2019 00:00;24/9/2019 00:00;1;$ 30,34;France restauration;54, rue Royale;Nantes;;44000;Francia
11759;BERGS;9;17/9/2019 00:00;1/10/2019 00:00;26/9/2019 00:00;2;$ 95,75;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11760;WILMK;2;18/9/2019 00:00;16/10/2019 00:00;19/9/2019 00:00;1;$ 22,76;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlandia
11761;ISLAT;4;18/9/2019 00:00;16/10/2019 00:00;30/9/2019 00:00;2;$ 0,90;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;Reino Unido
11762;FRANK;5;19/9/2019 00:00;17/10/2019 00:00;23/9/2019 00:00;2;$ 31,85;Frankenversand;Berliner Platz 43;München;;80805;Alemania
11763;TORTU;2;22/9/2019 00:00;20/10/2019 00:00;29/9/2019 00:00;2;$ 2,01;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;5033;México
11764;ANTON;1;22/9/2019 00:00;20/10/2019 00:00;26/9/2019 00:00;3;$ 4,03;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;México
11765;SAVEA;7;23/9/2019 00:00;21/10/2019 00:00;16/10/2019 00:00;3;$ 388,98;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;Estados Unidos
11766;BLONP;8;23/9/2019 00:00;21/10/2019 00:00;30/9/2019 00:00;3;$ 27,94;Blondel père et fils;24, place Kléber;Strasbourg;;67000;Francia
11767;OLDWO;1;24/9/2019 00:00;22/10/2019 00:00;26/9/2019 00:00;1;$ 26,61;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;Estados Unidos
11768;GREAL;3;25/9/2019 00:00;23/10/2019 00:00;30/9/2019 00:00;3;$ 76,13;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;Estados Unidos
11769;ANTON;3;25/9/2019 00:00;23/10/2019 00:00;1/10/2019 00:00;2;$ 36,13;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;5023;México
11770;DUMON;2;26/9/2019 00:00;24/10/2019 00:00;1/10/2019 00:00;1;$ 4,40;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;Francia
11771;OTTIK;3;26/9/2019 00:00;24/10/2019 00:00;30/9/2019 00:00;1;$ 145,63;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Alemania
11772;GOURL;4;29/9/2019 00:00;13/10/2019 00:00;3/10/2019 00:00;2;$ 33,75;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brasil
11773;PICCO;2;30/9/2019 00:00;28/10/2019 00:00;8/10/2019 00:00;1;$ 96,50;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
11774;HUNGO;9;30/9/2019 00:00;28/10/2019 00:00;30/10/2019 00:00;2;$ 296,43;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Irlanda
11775;VAFFE;4;1/10/2019 00:00;15/10/2019 00:00;7/10/2019 00:00;2;$ 299,09;Vaffeljernet;Smagsløget 45;Århus;;8200;Dinamarca
11776;BERGS;1;1/10/2019 00:00;29/10/2019 00:00;7/10/2019 00:00;2;$ 13,42;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Suecia
11777;HANAR;1;2/10/2019 00:00;30/10/2019 00:00;3/10/2019 00:00;1;$ 15,80;Hanari Carnes;Rua do Paço, 67;Río de Janeiro;RJ;05454-876;Brasil
11778;QUICK;2;3/10/2019 00:00;14/11/2019 00:00;22/10/2019 00:00;2;$ 810,05;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11779;ALFKI;4;3/10/2019 00:00;31/10/2019 00:00;13/10/2019 00:00;2;$ 61,02;Alfreds Futterkiste;Obere Str. 57;Berlín;;12209;Alemania
11780;WHITC;3;6/10/2019 00:00;20/10/2019 00:00;10/10/2019 00:00;3;$ 139,34;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11781;QUICK;8;6/10/2019 00:00;3/11/2019 00:00;9/10/2019 00:00;3;$ 398,36;QUICK-Stop;Taucherstraße 10;Cunewalde;;1307;Alemania
11782;WILMK;7;7/10/2019 00:00;18/11/2019 00:00;14/10/2019 00:00;1;$ 16,72;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finlandia
11783;WHITC;8;8/10/2019 00:00;19/11/2019 00:00;14/10/2019 00:00;3;$ 102,55;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;Estados Unidos
11784;LINOD;3;8/10/2019 00:00;5/11/2019 00:00;14/10/2019 00:00;1;$ 45,52;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
11785;ERNSH;4;9/10/2019 00:00;6/11/2019 00:00;17/10/2019 00:00;1;$ 272,47;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
